KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001082001,T001082002,T001082003,T001082004,T001082005,T001082006,T001082007,T001082008,T001082009,T001082010,T001082011,T001082012,T001082013,T001082014,T001082015,T001082016,T001082017,T001082018,T001082019,T001082020,T001082021,T001082022,T001082023,T001082024,T001082025,T001082026,T001082027,T001082028,T001082029,T001082030,T001082031,T001082032,T001082033,T001082034,T001082035,T001082036,T001082037,T001082038,T001082039,T001082040,T001082041,T001082042,T001082043,T001082044,T001082045,T001082046,T001082047,T001082048,T001082049,T001082050,T001082051,T001082052,T001082053,T001082054,T001082055,T001082056,T001082057,T001082058,T001082059,T001082060
05201002006,4,秋田市,手形田中,0,,,1394,24,26,32,124,323,59,52,44,60,61,45,62,87,59,68,82,917,298,171,773,11,15,14,79,222,50,28,21,33,30,20,29,50,28,27,40,562,110,55,621,13,11,18,45,101,9,24,23,27,31,25,33,37,31,41,42,355,188,116
05201002007,4,秋田市,手形山崎町,0,,,602,3,11,8,59,162,24,12,13,14,24,22,24,28,34,30,22,382,148,84,339,1,7,5,42,113,16,4,9,3,16,8,16,11,20,14,13,238,57,23,263,2,4,3,17,49,8,8,4,11,8,14,8,17,14,16,9,144,91,61
052010030,3,秋田市,中通,0,,,4229,84,99,92,163,119,150,156,188,277,292,312,301,307,302,269,275,2265,1359,788,1955,45,51,40,81,65,79,72,89,142,141,180,160,149,125,116,136,1158,490,249,2274,39,48,52,82,54,71,84,99,135,151,132,141,158,177,153,139,1107,869,539
05201003001,4,秋田市,中通一丁目,0,,,462,13,11,10,8,3,15,15,19,28,31,51,38,35,25,24,34,243,150,101,214,5,8,3,2,1,6,8,8,15,12,34,22,17,13,14,16,125,55,28,248,8,3,7,6,2,9,7,11,13,19,17,16,18,12,10,18,118,95,73
05201003002,4,秋田市,中通二丁目,0,,,87,1,-,-,-,8,5,5,6,9,13,7,3,5,1,1,1,61,4,2,58,-,-,-,-,5,3,3,4,7,12,7,3,3,-,-,-,47,1,1,29,1,-,-,-,3,2,2,2,2,1,-,-,2,1,1,1,14,3,1
05201003003,4,秋田市,中通三丁目,0,,,799,16,18,19,13,18,19,38,47,49,53,58,61,64,75,67,53,420,263,121,349,11,4,11,6,10,9,14,22,22,22,31,33,30,28,23,26,199,89,38,450,5,14,8,7,8,10,24,25,27,31,27,28,34,47,44,27,221,174,83
05201003004,4,秋田市,中通四丁目,0,,,406,1,3,6,5,15,13,5,10,14,15,15,23,26,25,24,10,141,231,182,174,1,3,3,3,9,6,1,4,8,7,8,12,17,13,12,7,75,79,54,232,-,-,3,2,6,7,4,6,6,8,7,11,9,12,12,3,66,152,128
05201003005,4,秋田市,中通五丁目,0,,,1045,23,31,17,34,32,50,51,48,80,80,83,69,83,80,72,71,610,280,128,504,12,20,9,17,18,28,31,23,41,40,51,37,40,29,31,41,326,94,34,541,11,11,8,17,14,22,20,25,39,40,32,32,43,51,41,30,284,186,94
05201003006,4,秋田市,中通六丁目,0,,,961,17,20,17,31,26,41,29,39,55,48,66,68,61,69,67,54,464,364,228,440,9,11,7,17,11,22,11,20,27,19,35,35,29,32,30,27,226,148,86,521,8,9,10,14,15,19,18,19,28,29,31,33,32,37,37,27,238,216,142
05201003007,4,秋田市,中通七丁目,0,,,469,13,16,23,72,17,7,13,19,42,52,32,39,33,27,14,52,326,67,26,216,7,5,7,36,11,5,4,8,22,29,14,18,13,10,6,19,160,24,8,253,6,11,16,36,6,2,9,11,20,23,18,21,20,17,8,33,166,43,18
052010040,3,秋田市,南通,0,,,3935,154,132,113,119,184,265,223,248,238,264,222,260,236,235,262,399,2259,999,502,1845,87,69,51,48,67,134,104,114,113,135,108,122,119,105,115,207,1064,395,175,2090,67,63,62,71,117,131,119,134,125,129,114,138,117,130,147,192,1195,604,327
05201004001,4,秋田市,南通亀の町,0,,,957,21,16,18,27,61,73,36,59,59,71,66,54,65,50,69,55,571,244,125,424,8,8,9,10,15,34,17,32,22,35,32,28,31,21,33,25,256,99,45,533,13,8,9,17,46,39,19,27,37,36,34,26,34,29,36,30,315,145,80
05201004002,4,秋田市,南通築地,0,,,1357,51,47,48,55,64,52,64,84,80,100,83,99,90,113,104,146,771,373,156,601,35,31,23,20,19,24,28,33,33,53,39,42,44,48,41,89,335,137,48,756,16,16,25,35,45,28,36,51,47,47,44,57,46,65,63,57,436,236,108
05201004003,4,秋田市,南通みその町,0,,,330,7,14,9,11,7,22,26,16,17,21,26,25,18,14,16,30,189,96,66,145,3,6,4,5,3,8,12,9,8,6,16,9,11,8,7,13,87,38,23,185,4,8,5,6,4,14,14,7,9,15,10,16,7,6,9,17,102,58,43
05201004004,4,秋田市,南通宮田,0,,,1291,75,55,38,26,52,118,97,89,82,72,47,82,63,58,73,168,728,286,155,675,41,24,15,13,30,68,47,40,50,41,21,43,33,28,34,80,386,121,59,616,34,31,23,13,22,50,50,49,32,31,26,39,30,30,39,88,342,165,96
052010050,3,秋田市,保戸野,0,,,5469,151,182,237,244,148,205,228,285,340,406,428,365,378,393,384,570,3027,1750,973,2506,73,98,141,126,58,103,119,121,162,193,201,182,170,176,155,312,1435,686,355,2963,78,84,96,118,90,102,109,164,178,213,227,183,208,217,229,258,1592,1064,618
05201005001,4,秋田市,保戸野金砂町,0,,,226,3,4,12,26,3,3,3,12,7,12,14,10,15,24,20,19,105,102,58,109,2,3,9,22,1,-,2,6,2,6,5,4,6,13,10,14,54,41,18,117,1,1,3,4,2,3,1,6,5,6,9,6,9,11,10,5,51,61,40
05201005002,4,秋田市,保戸野桜町,0,,,680,15,22,35,29,14,30,28,22,51,51,65,51,54,49,35,72,395,200,116,300,7,14,18,11,8,16,14,8,25,26,25,23,17,21,19,39,173,81,41,380,8,8,17,18,6,14,14,14,26,25,40,28,37,28,16,33,222,119,75
05201005003,4,秋田市,保戸野すわ町,0,,,837,27,29,45,43,18,29,29,46,48,57,67,51,46,53,67,101,434,289,169,392,19,14,23,21,3,20,18,16,28,26,34,30,25,23,27,56,221,109,59,445,8,15,22,22,15,9,11,30,20,31,33,21,21,30,40,45,213,180,110
05201005004,4,秋田市,保戸野千代田町,0,,,812,23,33,36,34,28,31,45,55,42,73,65,47,50,54,58,92,470,231,119,398,11,16,22,17,13,18,23,25,24,36,37,22,27,25,22,49,242,94,47,414,12,17,14,17,15,13,22,30,18,37,28,25,23,29,36,43,228,137,72
05201005005,4,秋田市,保戸野鉄砲町,0,,,640,12,19,22,19,18,38,32,27,44,43,42,49,32,47,56,53,344,222,119,272,4,11,12,6,8,12,15,12,20,18,22,23,12,16,22,27,148,83,45,368,8,8,10,13,10,26,17,15,24,25,20,26,20,31,34,26,196,139,74
05201005006,4,秋田市,保戸野通町,0,,,281,2,5,7,16,9,12,9,8,14,23,22,24,29,21,17,14,166,91,53,122,-,2,2,7,4,7,3,1,7,9,9,15,12,9,5,4,74,38,24,159,2,3,5,9,5,5,6,7,7,14,13,9,17,12,12,10,92,53,29
05201005007,4,秋田市,保戸野中町,0,,,545,13,14,20,17,10,20,17,32,33,33,55,49,45,39,42,47,311,171,90,240,5,8,13,9,2,12,11,12,16,17,22,22,21,18,16,26,144,61,27,305,8,6,7,8,8,8,6,20,17,16,33,27,24,21,26,21,167,110,63
05201005008,4,秋田市,保戸野八丁,0,,,845,41,36,31,30,23,24,45,56,73,61,51,49,52,65,53,108,464,260,142,394,20,20,22,16,7,9,23,30,32,31,21,28,22,33,20,62,219,106,53,451,21,16,9,14,16,15,22,26,41,30,30,21,30,32,33,46,245,154,89
05201005009,4,秋田市,保戸野原の町,0,,,603,15,20,29,30,25,18,20,27,28,53,47,35,55,41,36,64,338,184,107,279,5,10,20,17,12,9,10,11,8,24,26,15,28,18,14,35,160,73,41,324,10,10,9,13,13,9,10,16,20,29,21,20,27,23,22,29,178,111,66
052010060,3,秋田市,高陽,0,,,1904,52,58,64,75,85,105,104,101,154,157,152,122,117,111,106,174,1172,487,270,941,33,39,33,42,46,60,52,43,87,78,75,61,60,53,51,105,604,190,86,963,19,19,31,33,39,45,52,58,67,79,77,61,57,58,55,69,568,297,184
05201006001,4,秋田市,高陽青柳町,0,,,1250,31,33,27,46,64,69,79,56,87,91,96,91,88,85,59,91,767,345,201,612,17,21,17,25,33,43,42,24,53,46,44,40,46,42,29,55,396,132,61,638,14,12,10,21,31,26,37,32,34,45,52,51,42,43,30,36,371,213,140
05201006002,4,秋田市,高陽幸町,0,,,654,21,25,37,29,21,36,25,45,67,66,56,31,29,26,47,83,405,142,69,329,16,18,16,17,13,17,10,19,34,32,31,21,14,11,22,50,208,58,25,325,5,7,21,12,8,19,15,26,33,34,25,10,15,15,25,33,197,84,44
052010070,3,秋田市,大町,0,,,2697,44,57,67,94,95,90,102,123,178,179,198,171,214,214,272,168,1444,947,461,1223,19,21,42,58,47,42,46,50,92,88,102,74,89,100,112,82,688,370,158,1474,25,36,25,36,48,48,56,73,86,91,96,97,125,114,160,86,756,577,303
05201007001,4,秋田市,大町一丁目,0,,,587,6,9,15,31,14,15,21,27,33,46,45,26,50,51,64,30,308,225,110,277,4,4,10,22,6,10,10,9,17,20,28,11,14,27,29,18,147,97,41,310,2,5,5,9,8,5,11,18,16,26,17,15,36,24,35,12,161,128,69
05201007002,4,秋田市,大町二丁目,0,,,273,4,2,7,1,6,4,11,10,14,11,17,14,15,28,35,13,103,149,86,111,3,-,6,1,2,1,4,2,7,6,9,4,3,17,12,9,39,59,30,162,1,2,1,-,4,3,7,8,7,5,8,10,12,11,23,4,64,90,56
05201007003,4,秋田市,大町三丁目,0,,,283,5,5,9,14,10,8,6,8,14,26,29,20,23,20,30,19,158,97,47,125,2,1,6,10,7,4,1,3,9,11,11,8,11,10,12,9,75,36,14,158,3,4,3,4,3,4,5,5,5,15,18,12,12,10,18,10,83,61,33
05201007004,4,秋田市,大町四丁目,0,,,487,13,10,12,13,19,22,17,28,43,30,41,27,41,31,32,35,281,127,64,226,5,5,5,3,9,8,10,13,21,18,21,13,18,13,13,15,134,51,25,261,8,5,7,10,10,14,7,15,22,12,20,14,23,18,19,20,147,76,39
05201007005,4,秋田市,大町五丁目,0,,,501,7,19,12,14,17,20,20,21,40,31,26,36,36,33,60,38,261,172,79,229,3,7,4,8,11,10,9,8,23,17,13,18,19,12,23,14,136,58,23,272,4,12,8,6,6,10,11,13,17,14,13,18,17,21,37,24,125,114,56
05201007006,4,秋田市,大町六丁目,0,,,566,9,12,12,21,29,21,27,29,34,35,40,48,49,51,51,33,333,177,75,255,2,4,11,14,12,9,12,15,15,16,20,20,24,21,23,17,157,69,25,311,7,8,1,7,17,12,15,14,19,19,20,28,25,30,28,16,176,108,50
052010080,3,秋田市,旭北,0,,,669,15,16,20,21,29,52,45,48,39,48,46,45,45,41,48,51,418,167,78,340,3,10,8,10,13,27,24,25,24,27,29,24,26,23,20,21,229,71,28,329,12,6,12,11,16,25,21,23,15,21,17,21,19,18,28,30,189,96,50
05201008001,4,秋田市,旭北栄町,0,,,301,4,6,5,3,18,33,26,28,16,24,25,19,15,9,13,15,207,55,33,162,1,3,2,2,9,17,13,15,12,16,15,12,7,6,6,6,118,25,13,139,3,3,3,1,9,16,13,13,4,8,10,7,8,3,7,9,89,30,20
05201008002,4,秋田市,旭北寺町,0,,,123,5,4,3,-,4,4,6,10,6,4,-,7,15,16,18,12,56,55,21,49,1,2,-,-,-,1,4,5,2,-,-,2,9,7,7,3,23,23,9,74,4,2,3,-,4,3,2,5,4,4,-,5,6,9,11,9,33,32,12
05201008003,4,秋田市,旭北錦町,0,,,245,6,6,12,18,7,15,13,10,17,20,21,19,15,16,17,24,155,57,24,129,1,5,6,8,4,9,7,5,10,11,14,10,10,10,7,12,88,23,6,116,5,1,6,10,3,6,6,5,7,9,7,9,5,6,10,12,67,34,18
052010090,3,秋田市,楢山,0,,,8183,267,293,264,305,264,348,426,466,514,564,508,585,580,645,686,824,4560,2641,1310,3767,139,148,138,131,110,161,213,227,259,265,238,277,264,306,286,425,2145,1101,509,4416,128,145,126,174,154,187,213,239,255,299,270,308,316,339,400,399,2415,1540,801
05201009001,4,秋田市,楢山太田町,0,,,478,17,15,13,12,18,18,26,32,26,36,18,30,37,29,35,45,253,170,106,224,9,6,8,8,8,10,12,18,17,18,4,13,13,13,13,23,121,74,48,254,8,9,5,4,10,8,14,14,9,18,14,17,24,16,22,22,132,96,58
05201009002,4,秋田市,楢山大元町,0,,,401,5,10,10,11,8,15,26,16,19,25,24,38,36,40,30,25,218,152,82,178,2,4,5,4,1,7,9,8,10,14,8,22,13,19,13,11,96,66,34,223,3,6,5,7,7,8,17,8,9,11,16,16,23,21,17,14,122,86,48
05201009004,4,秋田市,楢山共和町,0,,,374,9,10,10,12,23,15,22,17,29,30,24,29,16,28,28,29,217,125,69,163,3,2,6,5,6,7,11,9,18,14,10,15,7,10,12,11,102,48,26,211,6,8,4,7,17,8,11,8,11,16,14,14,9,18,16,18,115,77,43
05201009005,4,秋田市,楢山金照町,0,,,138,3,2,2,4,-,6,3,6,4,4,7,5,16,22,17,7,55,69,30,59,-,1,2,1,-,3,2,4,-,4,3,3,6,9,8,3,26,26,9,79,3,1,-,3,-,3,1,2,4,-,4,2,10,13,9,4,29,43,21
05201009006,4,秋田市,楢山佐竹町,0,,,151,10,6,6,8,4,11,9,10,5,7,10,9,8,9,10,22,81,47,28,63,7,4,3,1,3,3,5,2,-,3,7,5,3,5,2,14,32,16,9,88,3,2,3,7,1,8,4,8,5,4,3,4,5,4,8,8,49,31,19
05201009007,4,秋田市,楢山城南町,0,,,410,21,17,13,20,10,15,18,25,27,31,31,32,28,22,36,51,237,115,57,189,10,10,7,10,6,4,9,13,13,12,15,16,16,10,10,27,114,44,24,221,11,7,6,10,4,11,9,12,14,19,16,16,12,12,26,24,123,71,33
05201009008,4,秋田市,楢山登町,0,,,1329,39,48,29,56,60,58,61,83,87,93,83,99,83,106,88,116,763,399,205,602,16,23,15,19,25,28,31,39,41,42,48,44,38,51,37,54,355,162,74,727,23,25,14,37,35,30,30,44,46,51,35,55,45,55,51,62,408,237,131
05201009009,4,秋田市,楢山本町,0,,,924,39,45,39,32,25,46,61,51,68,51,65,72,63,51,61,123,534,252,140,437,22,23,18,17,8,26,32,26,40,22,27,34,32,24,25,63,264,101,52,487,17,22,21,15,17,20,29,25,28,29,38,38,31,27,36,60,270,151,88
05201009010,4,秋田市,楢山南中町,0,,,1197,37,49,47,42,28,43,52,74,79,81,66,73,86,102,118,133,624,414,194,561,25,21,27,18,16,18,26,34,39,35,34,32,40,54,46,73,292,179,79,636,12,28,20,24,12,25,26,40,40,46,32,41,46,48,72,60,332,235,115
05201009011,4,秋田市,楢山石塚町,0,,,719,17,15,19,20,20,19,46,27,42,40,54,55,63,76,77,51,386,266,113,329,11,6,10,7,8,9,22,12,19,21,23,22,31,37,36,27,174,120,47,390,6,9,9,13,12,10,24,15,23,19,31,33,32,39,41,24,212,146,66
05201009012,4,秋田市,楢山川口境,0,,,721,22,25,26,33,23,29,34,34,52,51,45,48,49,63,71,73,398,243,109,336,13,17,13,17,14,8,17,19,24,28,20,22,20,30,31,43,189,101,40,385,9,8,13,16,9,21,17,15,28,23,25,26,29,33,40,30,209,142,69
05201009013,4,秋田市,楢山愛宕下,0,,,505,14,26,19,17,11,14,16,38,34,28,24,33,37,52,37,59,252,186,97,223,7,15,9,8,1,7,9,17,15,15,10,14,17,23,18,31,113,74,33,282,7,11,10,9,10,7,7,21,19,13,14,19,20,29,19,28,139,112,64
05201009014,4,秋田市,楢山城南新町,0,,,836,34,25,31,38,34,59,52,53,42,87,57,62,58,45,78,90,542,203,80,403,14,16,15,16,14,31,28,26,23,37,29,35,28,21,35,45,267,90,34,433,20,9,16,22,20,28,24,27,19,50,28,27,30,24,43,45,275,113,46
052010100,3,秋田市,旭南,0,,,2524,66,78,81,70,60,102,108,138,149,162,170,151,153,210,221,225,1263,971,540,1088,39,41,43,35,29,48,49,70,66,83,73,78,60,94,88,123,591,335,153,1436,27,37,38,35,31,54,59,68,83,79,97,73,93,116,133,102,672,636,387
05201010001,4,秋田市,旭南一丁目,0,,,1020,16,20,25,24,15,31,28,46,37,62,66,49,72,113,117,61,430,513,283,410,9,8,12,12,8,17,11,24,14,36,28,23,28,49,47,29,201,169,73,610,7,12,13,12,7,14,17,22,23,26,38,26,44,64,70,32,229,344,210
05201010002,4,秋田市,旭南二丁目,0,,,745,13,20,26,23,23,28,41,45,52,52,43,50,46,44,55,59,403,244,145,324,8,9,12,10,10,14,20,21,23,23,22,27,17,20,21,29,187,86,45,421,5,11,14,13,13,14,21,24,29,29,21,23,29,24,34,30,216,158,100
05201010003,4,秋田市,旭南三丁目,0,,,759,37,38,30,23,22,43,39,47,60,48,61,52,35,53,49,105,430,214,112,354,22,24,19,13,11,17,18,25,29,24,23,28,15,25,20,65,203,80,35,405,15,14,11,10,11,26,21,22,31,24,38,24,20,28,29,40,227,134,77
052010110,3,秋田市,川元,0,,,2128,80,82,67,60,86,131,104,126,155,162,154,125,122,134,142,229,1225,594,318,991,46,42,31,31,41,62,46,61,74,77,78,59,54,61,66,119,583,239,112,1137,34,40,36,29,45,69,58,65,81,85,76,66,68,73,76,110,642,355,206
05201011001,4,秋田市,川元小川町,0,,,518,25,31,26,18,20,34,27,39,43,39,24,26,31,28,36,82,301,129,65,241,15,17,14,14,9,14,12,19,19,19,9,12,12,14,14,46,139,52,24,277,10,14,12,4,11,20,15,20,24,20,15,14,19,14,22,36,162,77,41
05201011002,4,秋田市,川元開和町,0,,,601,24,20,15,17,31,43,38,28,46,41,44,41,36,40,39,59,365,160,81,266,12,12,6,6,11,18,16,14,19,16,23,17,18,18,20,30,158,66,28,335,12,8,9,11,20,25,22,14,27,25,21,24,18,22,19,29,207,94,53
05201011003,4,秋田市,川元松丘町,0,,,154,3,7,6,3,5,4,4,10,10,11,14,9,9,14,13,16,79,57,30,64,2,2,3,-,1,2,-,7,5,4,6,4,2,5,9,7,31,24,10,90,1,5,3,3,4,2,4,3,5,7,8,5,7,9,4,9,48,33,20
05201011004,4,秋田市,川元むつみ町,0,,,443,10,10,8,14,13,21,11,19,23,41,30,22,19,31,35,28,213,176,110,205,6,4,2,5,8,11,4,8,13,21,17,10,8,15,18,12,105,73,40,238,4,6,6,9,5,10,7,11,10,20,13,12,11,16,17,16,108,103,70
05201011005,4,秋田市,川元山下町,0,,,412,18,14,12,8,17,29,24,30,33,30,42,27,27,21,19,44,267,72,32,215,11,7,6,6,12,17,14,13,18,17,23,16,14,9,5,24,150,24,10,197,7,7,6,2,5,12,10,17,15,13,19,11,13,12,14,20,117,48,22
052010120,3,秋田市,川尻,0,,,4851,163,183,215,201,189,241,266,312,387,448,357,343,301,304,340,561,3045,1172,528,2530,92,95,113,95,106,144,142,170,197,257,213,187,158,157,165,300,1669,514,192,2321,71,88,102,106,83,97,124,142,190,191,144,156,143,147,175,261,1376,658,336
05201012001,4,秋田市,川尻上野町,0,,,1190,45,50,68,56,47,63,65,64,87,108,65,72,77,76,79,163,704,307,152,551,26,30,37,27,25,43,32,31,34,51,34,31,28,33,33,93,336,111,45,639,19,20,31,29,22,20,33,33,53,57,31,41,49,43,46,70,368,196,107
05201012002,4,秋田市,川尻新川町,0,,,806,12,15,12,14,16,34,46,69,70,96,87,77,64,52,63,39,573,191,76,582,7,8,5,2,10,25,34,51,56,83,76,62,50,37,38,20,449,110,35,224,5,7,7,12,6,9,12,18,14,13,11,15,14,15,25,19,124,81,41
05201012003,4,秋田市,川尻総社町,0,,,670,17,21,21,30,17,16,20,35,55,50,55,39,47,51,82,59,364,235,102,318,7,9,11,16,9,7,10,17,22,30,28,18,25,22,45,27,182,102,35,352,10,12,10,14,8,9,10,18,33,20,27,21,22,29,37,32,182,133,67
05201012004,4,秋田市,川尻みよし町,0,,,811,29,24,47,37,26,35,36,37,59,70,66,68,48,55,55,100,482,218,108,380,18,11,27,16,14,20,14,18,24,33,29,32,21,28,24,56,221,97,45,431,11,13,20,21,12,15,22,19,35,37,37,36,27,27,31,44,261,121,63
05201012005,4,秋田市,川尻若葉町,0,,,444,16,21,22,25,25,23,33,28,37,36,27,37,22,23,26,59,293,87,38,226,11,10,7,15,18,11,19,14,21,15,15,17,9,13,14,28,154,40,13,218,5,11,15,10,7,12,14,14,16,21,12,20,13,10,12,31,139,47,25
05201012006,4,秋田市,川尻大川町,0,,,451,26,25,24,17,29,37,39,43,42,39,27,27,19,21,8,75,319,43,14,242,14,13,13,10,18,20,19,21,21,24,14,17,12,9,2,40,176,17,6,209,12,12,11,7,11,17,20,22,21,15,13,10,7,12,6,35,143,26,8
05201012007,4,秋田市,川尻御休町,0,,,479,18,27,21,22,29,33,27,36,37,49,30,23,24,26,27,66,310,91,38,231,9,14,13,9,12,18,14,18,19,21,17,10,13,15,9,36,151,37,13,248,9,13,8,13,17,15,13,18,18,28,13,13,11,11,18,30,159,54,25
052010130,3,秋田市,茨島,0,,,4524,133,117,118,131,145,194,210,224,278,383,289,321,283,339,409,368,2458,1595,847,2176,66,64,69,68,76,97,112,111,147,201,154,151,141,159,183,199,1258,657,315,2348,67,53,49,63,69,97,98,113,131,182,135,170,142,180,226,169,1200,938,532
05201013001,4,秋田市,茨島一丁目,0,,,26,1,-,2,3,-,-,-,-,4,5,-,1,-,4,2,3,13,10,4,11,-,-,-,1,-,-,-,-,2,3,-,-,-,1,2,-,6,5,2,15,1,-,2,2,-,-,-,-,2,2,-,1,-,3,-,3,7,5,2
