unit_id,unit_level,pref_name,unit_code,n_geoms
aza:Aomori:02442001134,aza,Aomori,02442001134,9038
aza:Aomori:02442001135,aza,Aomori,02442001135,9038
aza:Aomori:02442001136,aza,Aomori,02442001136,9038
aza:Aomori:02442001137,aza,Aomori,02442001137,9038
aza:Aomori:02442001138,aza,Aomori,02442001138,9038
aza:Aomori:02442001139,aza,Aomori,02442001139,9038
aza:Aomori:02442001140,aza,Aomori,02442001140,9038
aza:Aomori:02442001141,aza,Aomori,02442001141,9038
aza:Aomori:02442001142,aza,Aomori,02442001142,9038
aza:Aomori:02442001143,aza,Aomori,02442001143,9038
aza:Aomori:02442001144,aza,Aomori,02442001144,9038
aza:Aomori:02442001145,aza,Aomori,02442001145,9038
aza:Aomori:02442001146,aza,Aomori,02442001146,9038
aza:Aomori:02442001147,aza,Aomori,02442001147,9038
aza:Aomori:02442001148,aza,Aomori,02442001148,9038
aza:Aomori:02442001149,aza,Aomori,02442001149,9038
aza:Aomori:02442001150,aza,Aomori,02442001150,9038
aza:Aomori:02442001151,aza,Aomori,02442001151,9038
aza:Aomori:02442001152,aza,Aomori,02442001152,9038
aza:Aomori:02442001153,aza,Aomori,02442001153,9038
aza:Aomori:02442001154,aza,Aomori,02442001154,9038
aza:Aomori:02442001155,aza,Aomori,02442001155,9038
aza:Aomori:02442001156,aza,Aomori,02442001156,9038
aza:Aomori:02442001157,aza,Aomori,02442001157,9038
aza:Aomori:02442001158,aza,Aomori,02442001158,9038
aza:Aomori:02442001159,aza,Aomori,02442001159,9038
aza:Aomori:02442001160,aza,Aomori,02442001160,9038
aza:Aomori:02442001161,aza,Aomori,02442001161,9038
aza:Aomori:02442001162,aza,Aomori,02442001162,9038
aza:Aomori:02442001163,aza,Aomori,02442001163,9038
aza:Aomori:02442001164,aza,Aomori,02442001164,9038
aza:Aomori:02442001165,aza,Aomori,02442001165,9038
aza:Aomori:02442001166,aza,Aomori,02442001166,9038
aza:Aomori:02442001167,aza,Aomori,02442001167,9038
aza:Aomori:02442001168,aza,Aomori,02442001168,9038
aza:Aomori:02442001169,aza,Aomori,02442001169,9038
aza:Aomori:02442001170,aza,Aomori,02442001170,9038
aza:Aomori:02442001171,aza,Aomori,02442001171,9038
aza:Aomori:02442001172,aza,Aomori,02442001172,9038
aza:Aomori:02442001173,aza,Aomori,02442001173,9038
aza:Aomori:02442001174,aza,Aomori,02442001174,9038
aza:Aomori:02442001175,aza,Aomori,02442001175,9038
aza:Aomori:02442001201,aza,Aomori,02442001201,9038
aza:Aomori:02442001202,aza,Aomori,02442001202,9038
aza:Aomori:02442001203,aza,Aomori,02442001203,9038
aza:Aomori:02442001204,aza,Aomori,02442001204,9038
aza:Aomori:02442001205,aza,Aomori,02442001205,9038
aza:Aomori:02442001207,aza,Aomori,02442001207,9038
aza:Aomori:02442001208,aza,Aomori,02442001208,9038
aza:Aomori:02442001209,aza,Aomori,02442001209,9038
aza:Aomori:02442001210,aza,Aomori,02442001210,9038
aza:Aomori:02442001211,aza,Aomori,02442001211,9038
aza:Aomori:02442001212,aza,Aomori,02442001212,9038
aza:Aomori:02442001213,aza,Aomori,02442001213,9038
aza:Aomori:02442001214,aza,Aomori,02442001214,9038
aza:Aomori:02442001215,aza,Aomori,02442001215,9038
aza:Aomori:02442001216,aza,Aomori,02442001216,9038
aza:Aomori:02442001217,aza,Aomori,02442001217,9038
aza:Aomori:02442001218,aza,Aomori,02442001218,9038
aza:Aomori:02442001219,aza,Aomori,02442001219,9038
aza:Aomori:02442001220,aza,Aomori,02442001220,9038
aza:Aomori:02442001221,aza,Aomori,02442001221,9038
aza:Aomori:02442001222,aza,Aomori,02442001222,9038
aza:Aomori:02442001223,aza,Aomori,02442001223,9038
aza:Aomori:02442001224,aza,Aomori,02442001224,9038
aza:Aomori:02442001225,aza,Aomori,02442001225,9038
aza:Aomori:02442001226,aza,Aomori,02442001226,9038
aza:Aomori:02442001227,aza,Aomori,02442001227,9038
aza:Aomori:02442001228,aza,Aomori,02442001228,9038
aza:Aomori:02442001229,aza,Aomori,02442001229,9038
aza:Aomori:02442001230,aza,Aomori,02442001230,9038
aza:Aomori:02442001231,aza,Aomori,02442001231,9038
aza:Aomori:02442001232,aza,Aomori,02442001232,9038
aza:Aomori:02442001233,aza,Aomori,02442001233,9038
aza:Aomori:02442001234,aza,Aomori,02442001234,9038
aza:Aomori:02442001235,aza,Aomori,02442001235,9038
aza:Aomori:02442001236,aza,Aomori,02442001236,9038
aza:Aomori:02442001237,aza,Aomori,02442001237,9038
aza:Aomori:02442001238,aza,Aomori,02442001238,9038
aza:Aomori:02442001239,aza,Aomori,02442001239,9038
aza:Aomori:02442001240,aza,Aomori,02442001240,9038
aza:Aomori:02442001241,aza,Aomori,02442001241,9038
aza:Aomori:02442001242,aza,Aomori,02442001242,9038
aza:Aomori:02442001243,aza,Aomori,02442001243,9038
aza:Aomori:02442001244,aza,Aomori,02442001244,9038
aza:Aomori:02442001245,aza,Aomori,02442001245,9038
aza:Aomori:02442001246,aza,Aomori,02442001246,9038
aza:Aomori:02442001247,aza,Aomori,02442001247,9038
aza:Aomori:02442001248,aza,Aomori,02442001248,9038
aza:Aomori:02442001248,aza,Aomori,02442001248,9038
aza:Aomori:02442001248,aza,Aomori,02442001248,9038
aza:Aomori:02442001249,aza,Aomori,02442001249,9038
aza:Aomori:02442001250,aza,Aomori,02442001250,9038
aza:Aomori:02442001251,aza,Aomori,02442001251,9038
aza:Aomori:02442001252,aza,Aomori,02442001252,9038
aza:Aomori:02442001253,aza,Aomori,02442001253,9038
aza:Aomori:02442001254,aza,Aomori,02442001254,9038
aza:Aomori:02442001255,aza,Aomori,02442001255,9038
aza:Aomori:02442001256,aza,Aomori,02442001256,9038
aza:Aomori:02442001257,aza,Aomori,02442001257,9038
aza:Aomori:02442001258,aza,Aomori,02442001258,9038
aza:Aomori:02442001259,aza,Aomori,02442001259,9038
aza:Aomori:02442001259,aza,Aomori,02442001259,9038
aza:Aomori:02442001260,aza,Aomori,02442001260,9038
aza:Aomori:02442001261,aza,Aomori,02442001261,9038
aza:Aomori:02442001262,aza,Aomori,02442001262,9038
aza:Aomori:02442001263,aza,Aomori,02442001263,9038
aza:Aomori:02442001264,aza,Aomori,02442001264,9038
aza:Aomori:02442001265,aza,Aomori,02442001265,9038
aza:Aomori:02442001266,aza,Aomori,02442001266,9038
aza:Aomori:02442001267,aza,Aomori,02442001267,9038
aza:Aomori:02442001268,aza,Aomori,02442001268,9038
aza:Aomori:02442001269,aza,Aomori,02442001269,9038
aza:Aomori:02442002001,aza,Aomori,02442002001,9038
aza:Aomori:02442002002,aza,Aomori,02442002002,9038
aza:Aomori:02442002003,aza,Aomori,02442002003,9038
aza:Aomori:02442002004,aza,Aomori,02442002004,9038
aza:Aomori:02442002005,aza,Aomori,02442002005,9038
aza:Aomori:02442002006,aza,Aomori,02442002006,9038
aza:Aomori:02442002007,aza,Aomori,02442002007,9038
aza:Aomori:02442002008,aza,Aomori,02442002008,9038
aza:Aomori:02442002009,aza,Aomori,02442002009,9038
aza:Aomori:02442002010,aza,Aomori,02442002010,9038
aza:Aomori:02442002011,aza,Aomori,02442002011,9038
aza:Aomori:02442002012,aza,Aomori,02442002012,9038
aza:Aomori:02442002013,aza,Aomori,02442002013,9038
aza:Aomori:02442002014,aza,Aomori,02442002014,9038
aza:Aomori:02442002015,aza,Aomori,02442002015,9038
aza:Aomori:02442002016,aza,Aomori,02442002016,9038
aza:Aomori:02442002017,aza,Aomori,02442002017,9038
aza:Aomori:02442002018,aza,Aomori,02442002018,9038
aza:Aomori:02442002019,aza,Aomori,02442002019,9038
aza:Aomori:02442002020,aza,Aomori,02442002020,9038
aza:Aomori:02442002021,aza,Aomori,02442002021,9038
aza:Aomori:02442002022,aza,Aomori,02442002022,9038
aza:Aomori:02442002023,aza,Aomori,02442002023,9038
aza:Aomori:02442002024,aza,Aomori,02442002024,9038
aza:Aomori:02442002025,aza,Aomori,02442002025,9038
aza:Aomori:02442002026,aza,Aomori,02442002026,9038
aza:Aomori:02442002027,aza,Aomori,02442002027,9038
aza:Aomori:02442002028,aza,Aomori,02442002028,9038
aza:Aomori:02442002029,aza,Aomori,02442002029,9038
aza:Aomori:02442002030,aza,Aomori,02442002030,9038
aza:Aomori:02442002031,aza,Aomori,02442002031,9038
aza:Aomori:02442002032,aza,Aomori,02442002032,9038
aza:Aomori:02442002033,aza,Aomori,02442002033,9038
aza:Aomori:02442002034,aza,Aomori,02442002034,9038
aza:Aomori:02442002035,aza,Aomori,02442002035,9038
aza:Aomori:02442002036,aza,Aomori,02442002036,9038
aza:Aomori:02442002037,aza,Aomori,02442002037,9038
aza:Aomori:02442002038,aza,Aomori,02442002038,9038
aza:Aomori:02442002039,aza,Aomori,02442002039,9038
aza:Aomori:02442002040,aza,Aomori,02442002040,9038
aza:Aomori:02442002041,aza,Aomori,02442002041,9038
aza:Aomori:02442002042,aza,Aomori,02442002042,9038
aza:Aomori:02442002043,aza,Aomori,02442002043,9038
aza:Aomori:02442002044,aza,Aomori,02442002044,9038
aza:Aomori:02442002045,aza,Aomori,02442002045,9038
aza:Aomori:02442002046,aza,Aomori,02442002046,9038
aza:Aomori:02442002047,aza,Aomori,02442002047,9038
aza:Aomori:02442002048,aza,Aomori,02442002048,9038
aza:Aomori:02442002049,aza,Aomori,02442002049,9038
aza:Aomori:02442002050,aza,Aomori,02442002050,9038
aza:Aomori:02442002051,aza,Aomori,02442002051,9038
aza:Aomori:02442002052,aza,Aomori,02442002052,9038
aza:Aomori:02442002053,aza,Aomori,02442002053,9038
aza:Aomori:02442002054,aza,Aomori,02442002054,9038
aza:Aomori:02442002055,aza,Aomori,02442002055,9038
aza:Aomori:02442002056,aza,Aomori,02442002056,9038
aza:Aomori:02442002057,aza,Aomori,02442002057,9038
aza:Aomori:02442002058,aza,Aomori,02442002058,9038
aza:Aomori:02442002059,aza,Aomori,02442002059,9038
aza:Aomori:02442002060,aza,Aomori,02442002060,9038
aza:Aomori:02442002061,aza,Aomori,02442002061,9038
aza:Aomori:02442002062,aza,Aomori,02442002062,9038
aza:Aomori:02442002063,aza,Aomori,02442002063,9038
aza:Aomori:02442003001,aza,Aomori,02442003001,9038
aza:Aomori:02442003002,aza,Aomori,02442003002,9038
aza:Aomori:02442003003,aza,Aomori,02442003003,9038
aza:Aomori:02442003004,aza,Aomori,02442003004,9038
aza:Aomori:02442003005,aza,Aomori,02442003005,9038
aza:Aomori:02442003006,aza,Aomori,02442003006,9038
aza:Aomori:02442003007,aza,Aomori,02442003007,9038
aza:Aomori:02442003008,aza,Aomori,02442003008,9038
aza:Aomori:02442003009,aza,Aomori,02442003009,9038
aza:Aomori:02442003010,aza,Aomori,02442003010,9038
aza:Aomori:02442003011,aza,Aomori,02442003011,9038
aza:Aomori:02442003012,aza,Aomori,02442003012,9038
aza:Aomori:02442003013,aza,Aomori,02442003013,9038
aza:Aomori:02442003014,aza,Aomori,02442003014,9038
aza:Aomori:02442003015,aza,Aomori,02442003015,9038
aza:Aomori:02442003016,aza,Aomori,02442003016,9038
aza:Aomori:02442003017,aza,Aomori,02442003017,9038
aza:Aomori:02442003018,aza,Aomori,02442003018,9038
aza:Aomori:02442003019,aza,Aomori,02442003019,9038
aza:Aomori:02442003020,aza,Aomori,02442003020,9038
aza:Aomori:02442003021,aza,Aomori,02442003021,9038
aza:Aomori:02442003022,aza,Aomori,02442003022,9038
aza:Aomori:02442003023,aza,Aomori,02442003023,9038
aza:Aomori:02442003024,aza,Aomori,02442003024,9038
aza:Aomori:02442003025,aza,Aomori,02442003025,9038
aza:Aomori:02442003026,aza,Aomori,02442003026,9038
aza:Aomori:02442003027,aza,Aomori,02442003027,9038
aza:Aomori:02442003028,aza,Aomori,02442003028,9038
aza:Aomori:02442003029,aza,Aomori,02442003029,9038
aza:Aomori:02442003030,aza,Aomori,02442003030,9038
aza:Aomori:02442003031,aza,Aomori,02442003031,9038
aza:Aomori:02442003032,aza,Aomori,02442003032,9038
aza:Aomori:02442003033,aza,Aomori,02442003033,9038
aza:Aomori:02442003034,aza,Aomori,02442003034,9038
aza:Aomori:02442003035,aza,Aomori,02442003035,9038
aza:Aomori:02442003036,aza,Aomori,02442003036,9038
aza:Aomori:02442003037,aza,Aomori,02442003037,9038
aza:Aomori:02442003038,aza,Aomori,02442003038,9038
aza:Aomori:02442003039,aza,Aomori,02442003039,9038
aza:Aomori:02442003040,aza,Aomori,02442003040,9038
aza:Aomori:02442003041,aza,Aomori,02442003041,9038
aza:Aomori:02442003042,aza,Aomori,02442003042,9038
aza:Aomori:02442003043,aza,Aomori,02442003043,9038
aza:Aomori:02442003044,aza,Aomori,02442003044,9038
aza:Aomori:02442003045,aza,Aomori,02442003045,9038
aza:Aomori:02442003046,aza,Aomori,02442003046,9038
aza:Aomori:02442003047,aza,Aomori,02442003047,9038
aza:Aomori:02442003048,aza,Aomori,02442003048,9038
aza:Aomori:02442003049,aza,Aomori,02442003049,9038
aza:Aomori:02442003050,aza,Aomori,02442003050,9038
aza:Aomori:02442003051,aza,Aomori,02442003051,9038
aza:Aomori:02442003052,aza,Aomori,02442003052,9038
aza:Aomori:02442003053,aza,Aomori,02442003053,9038
aza:Aomori:02442003054,aza,Aomori,02442003054,9038
aza:Aomori:02442003054,aza,Aomori,02442003054,9038
aza:Aomori:02442003055,aza,Aomori,02442003055,9038
aza:Aomori:02442003056,aza,Aomori,02442003056,9038
aza:Aomori:02442003057,aza,Aomori,02442003057,9038
aza:Aomori:02442003058,aza,Aomori,02442003058,9038
aza:Aomori:02442003059,aza,Aomori,02442003059,9038
aza:Aomori:02442003060,aza,Aomori,02442003060,9038
aza:Aomori:02442003061,aza,Aomori,02442003061,9038
aza:Aomori:02442003062,aza,Aomori,02442003062,9038
aza:Aomori:02442003063,aza,Aomori,02442003063,9038
aza:Aomori:02442003064,aza,Aomori,02442003064,9038
aza:Aomori:02442003065,aza,Aomori,02442003065,9038
aza:Aomori:02442003066,aza,Aomori,02442003066,9038
aza:Aomori:02442003067,aza,Aomori,02442003067,9038
aza:Aomori:02442003068,aza,Aomori,02442003068,9038
aza:Aomori:02442003069,aza,Aomori,02442003069,9038
aza:Aomori:02442004001,aza,Aomori,02442004001,9038
aza:Aomori:02442004002,aza,Aomori,02442004002,9038
aza:Aomori:02442004003,aza,Aomori,02442004003,9038
aza:Aomori:02442004004,aza,Aomori,02442004004,9038
aza:Aomori:02442004005,aza,Aomori,02442004005,9038
aza:Aomori:02442004006,aza,Aomori,02442004006,9038
aza:Aomori:02442004007,aza,Aomori,02442004007,9038
aza:Aomori:02442004008,aza,Aomori,02442004008,9038
aza:Aomori:02442004009,aza,Aomori,02442004009,9038
aza:Aomori:02442004010,aza,Aomori,02442004010,9038
aza:Aomori:02442004011,aza,Aomori,02442004011,9038
aza:Aomori:02442004012,aza,Aomori,02442004012,9038
aza:Aomori:02442004013,aza,Aomori,02442004013,9038
aza:Aomori:02442004014,aza,Aomori,02442004014,9038
aza:Aomori:02442004015,aza,Aomori,02442004015,9038
aza:Aomori:02442004016,aza,Aomori,02442004016,9038
aza:Aomori:02442004017,aza,Aomori,02442004017,9038
aza:Aomori:02442004018,aza,Aomori,02442004018,9038
aza:Aomori:02442004019,aza,Aomori,02442004019,9038
aza:Aomori:02442004020,aza,Aomori,02442004020,9038
aza:Aomori:02442004021,aza,Aomori,02442004021,9038
aza:Aomori:02442004022,aza,Aomori,02442004022,9038
aza:Aomori:02442004023,aza,Aomori,02442004023,9038
aza:Aomori:02442004024,aza,Aomori,02442004024,9038
aza:Aomori:02442004025,aza,Aomori,02442004025,9038
aza:Aomori:02442004026,aza,Aomori,02442004026,9038
aza:Aomori:02442004027,aza,Aomori,02442004027,9038
aza:Aomori:02442004028,aza,Aomori,02442004028,9038
aza:Aomori:02442004029,aza,Aomori,02442004029,9038
aza:Aomori:02442004030,aza,Aomori,02442004030,9038
aza:Aomori:02442004031,aza,Aomori,02442004031,9038
aza:Aomori:02442005001,aza,Aomori,02442005001,9038
aza:Aomori:02442005002,aza,Aomori,02442005002,9038
aza:Aomori:02442005003,aza,Aomori,02442005003,9038
aza:Aomori:02442005004,aza,Aomori,02442005004,9038
aza:Aomori:02442005005,aza,Aomori,02442005005,9038
aza:Aomori:02442005006,aza,Aomori,02442005006,9038
aza:Aomori:02442005007,aza,Aomori,02442005007,9038
aza:Aomori:02442005008,aza,Aomori,02442005008,9038
aza:Aomori:02442005009,aza,Aomori,02442005009,9038
aza:Aomori:02442005010,aza,Aomori,02442005010,9038
aza:Aomori:02442005011,aza,Aomori,02442005011,9038
aza:Aomori:02442005012,aza,Aomori,02442005012,9038
aza:Aomori:02442005013,aza,Aomori,02442005013,9038
aza:Aomori:02442005014,aza,Aomori,02442005014,9038
aza:Aomori:02442005015,aza,Aomori,02442005015,9038
aza:Aomori:02442005015,aza,Aomori,02442005015,9038
aza:Aomori:02442005016,aza,Aomori,02442005016,9038
aza:Aomori:02442005017,aza,Aomori,02442005017,9038
aza:Aomori:02442005018,aza,Aomori,02442005018,9038
aza:Aomori:02442005019,aza,Aomori,02442005019,9038
aza:Aomori:02442005020,aza,Aomori,02442005020,9038
aza:Aomori:02442005021,aza,Aomori,02442005021,9038
aza:Aomori:02442005022,aza,Aomori,02442005022,9038
aza:Aomori:02442005023,aza,Aomori,02442005023,9038
aza:Aomori:02442005024,aza,Aomori,02442005024,9038
aza:Aomori:02442005025,aza,Aomori,02442005025,9038
aza:Aomori:02442005026,aza,Aomori,02442005026,9038
aza:Aomori:02442005027,aza,Aomori,02442005027,9038
aza:Aomori:02442005028,aza,Aomori,02442005028,9038
aza:Aomori:02442005029,aza,Aomori,02442005029,9038
aza:Aomori:02442005030,aza,Aomori,02442005030,9038
aza:Aomori:02442005031,aza,Aomori,02442005031,9038
aza:Aomori:02442005032,aza,Aomori,02442005032,9038
aza:Aomori:02442005033,aza,Aomori,02442005033,9038
aza:Aomori:02442005034,aza,Aomori,02442005034,9038
aza:Aomori:02442005035,aza,Aomori,02442005035,9038
aza:Aomori:02442005036,aza,Aomori,02442005036,9038
aza:Aomori:02442005037,aza,Aomori,02442005037,9038
aza:Aomori:02442005038,aza,Aomori,02442005038,9038
aza:Aomori:02442005039,aza,Aomori,02442005039,9038
aza:Aomori:02442005040,aza,Aomori,02442005040,9038
aza:Aomori:02442005041,aza,Aomori,02442005041,9038
aza:Aomori:02442005042,aza,Aomori,02442005042,9038
aza:Aomori:02442005043,aza,Aomori,02442005043,9038
aza:Aomori:02442005044,aza,Aomori,02442005044,9038
aza:Aomori:02442005045,aza,Aomori,02442005045,9038
aza:Aomori:02442005046,aza,Aomori,02442005046,9038
aza:Aomori:02442005047,aza,Aomori,02442005047,9038
aza:Aomori:02442005048,aza,Aomori,02442005048,9038
aza:Aomori:02442005049,aza,Aomori,02442005049,9038
aza:Aomori:02442005050,aza,Aomori,02442005050,9038
aza:Aomori:02442005051,aza,Aomori,02442005051,9038
aza:Aomori:02442006001,aza,Aomori,02442006001,9038
aza:Aomori:02442006001,aza,Aomori,02442006001,9038
aza:Aomori:02442006002,aza,Aomori,02442006002,9038
aza:Aomori:02442006003,aza,Aomori,02442006003,9038
aza:Aomori:02442006004,aza,Aomori,02442006004,9038
aza:Aomori:02442006005,aza,Aomori,02442006005,9038
aza:Aomori:02442006006,aza,Aomori,02442006006,9038
aza:Aomori:02442006007,aza,Aomori,02442006007,9038
aza:Aomori:02442006008,aza,Aomori,02442006008,9038
aza:Aomori:02442006009,aza,Aomori,02442006009,9038
aza:Aomori:02442006010,aza,Aomori,02442006010,9038
aza:Aomori:02442006011,aza,Aomori,02442006011,9038
aza:Aomori:02442006012,aza,Aomori,02442006012,9038
aza:Aomori:02442006013,aza,Aomori,02442006013,9038
aza:Aomori:02442006014,aza,Aomori,02442006014,9038
aza:Aomori:02442006015,aza,Aomori,02442006015,9038
aza:Aomori:02442006016,aza,Aomori,02442006016,9038
aza:Aomori:02442006017,aza,Aomori,02442006017,9038
aza:Aomori:02442006018,aza,Aomori,02442006018,9038
aza:Aomori:02442006019,aza,Aomori,02442006019,9038
aza:Aomori:02442006020,aza,Aomori,02442006020,9038
aza:Aomori:02442006021,aza,Aomori,02442006021,9038
aza:Aomori:02442006022,aza,Aomori,02442006022,9038
aza:Aomori:02442006023,aza,Aomori,02442006023,9038
aza:Aomori:02442006024,aza,Aomori,02442006024,9038
aza:Aomori:02442006025,aza,Aomori,02442006025,9038
aza:Aomori:02442006026,aza,Aomori,02442006026,9038
aza:Aomori:02442006027,aza,Aomori,02442006027,9038
aza:Aomori:02442006028,aza,Aomori,02442006028,9038
aza:Aomori:02442006029,aza,Aomori,02442006029,9038
aza:Aomori:02442006030,aza,Aomori,02442006030,9038
aza:Aomori:02442006031,aza,Aomori,02442006031,9038
aza:Aomori:02442006032,aza,Aomori,02442006032,9038
aza:Aomori:02442006033,aza,Aomori,02442006033,9038
aza:Aomori:02442006034,aza,Aomori,02442006034,9038
aza:Aomori:02442006035,aza,Aomori,02442006035,9038
aza:Aomori:02442006036,aza,Aomori,02442006036,9038
aza:Aomori:02442006037,aza,Aomori,02442006037,9038
aza:Aomori:02442006038,aza,Aomori,02442006038,9038
aza:Aomori:02442006039,aza,Aomori,02442006039,9038
aza:Aomori:02442006040,aza,Aomori,02442006040,9038
aza:Aomori:02442006041,aza,Aomori,02442006041,9038
aza:Aomori:02442006042,aza,Aomori,02442006042,9038
aza:Aomori:02442006043,aza,Aomori,02442006043,9038
aza:Aomori:02442006044,aza,Aomori,02442006044,9038
aza:Aomori:02442006045,aza,Aomori,02442006045,9038
aza:Aomori:02442006046,aza,Aomori,02442006046,9038
aza:Aomori:02442006047,aza,Aomori,02442006047,9038
aza:Aomori:02442006048,aza,Aomori,02442006048,9038
aza:Aomori:02442006049,aza,Aomori,02442006049,9038
aza:Aomori:02442006050,aza,Aomori,02442006050,9038
aza:Aomori:02442006051,aza,Aomori,02442006051,9038
aza:Aomori:02442006052,aza,Aomori,02442006052,9038
aza:Aomori:02442006053,aza,Aomori,02442006053,9038
aza:Aomori:02442006054,aza,Aomori,02442006054,9038
aza:Aomori:02442006055,aza,Aomori,02442006055,9038
aza:Aomori:02442006056,aza,Aomori,02442006056,9038
aza:Aomori:02442006057,aza,Aomori,02442006057,9038
aza:Aomori:02442006058,aza,Aomori,02442006058,9038
aza:Aomori:02442006059,aza,Aomori,02442006059,9038
aza:Aomori:02442006060,aza,Aomori,02442006060,9038
aza:Aomori:02442006061,aza,Aomori,02442006061,9038
aza:Aomori:02442006062,aza,Aomori,02442006062,9038
aza:Aomori:02442006063,aza,Aomori,02442006063,9038
aza:Aomori:02442006064,aza,Aomori,02442006064,9038
aza:Aomori:02442006065,aza,Aomori,02442006065,9038
aza:Aomori:02442007001,aza,Aomori,02442007001,9038
aza:Aomori:02442007002,aza,Aomori,02442007002,9038
aza:Aomori:02442007003,aza,Aomori,02442007003,9038
aza:Aomori:02442007004,aza,Aomori,02442007004,9038
aza:Aomori:02442007005,aza,Aomori,02442007005,9038
aza:Aomori:02442007006,aza,Aomori,02442007006,9038
aza:Aomori:02442007007,aza,Aomori,02442007007,9038
aza:Aomori:02442007008,aza,Aomori,02442007008,9038
aza:Aomori:02442007009,aza,Aomori,02442007009,9038
aza:Aomori:02442007010,aza,Aomori,02442007010,9038
aza:Aomori:02442007011,aza,Aomori,02442007011,9038
aza:Aomori:02442007012,aza,Aomori,02442007012,9038
aza:Aomori:02442007013,aza,Aomori,02442007013,9038
aza:Aomori:02442007014,aza,Aomori,02442007014,9038
aza:Aomori:02442007015,aza,Aomori,02442007015,9038
aza:Aomori:02442007016,aza,Aomori,02442007016,9038
aza:Aomori:02442007017,aza,Aomori,02442007017,9038
aza:Aomori:02442007018,aza,Aomori,02442007018,9038
aza:Aomori:02442007019,aza,Aomori,02442007019,9038
aza:Aomori:02442007020,aza,Aomori,02442007020,9038
aza:Aomori:02442007021,aza,Aomori,02442007021,9038
aza:Aomori:02442007022,aza,Aomori,02442007022,9038
aza:Aomori:02442007023,aza,Aomori,02442007023,9038
aza:Aomori:02442007024,aza,Aomori,02442007024,9038
aza:Aomori:02442007025,aza,Aomori,02442007025,9038
aza:Aomori:02442007026,aza,Aomori,02442007026,9038
aza:Aomori:02442007027,aza,Aomori,02442007027,9038
aza:Aomori:02442007028,aza,Aomori,02442007028,9038
aza:Aomori:02442007029,aza,Aomori,02442007029,9038
aza:Aomori:02442007030,aza,Aomori,02442007030,9038
aza:Aomori:02442007031,aza,Aomori,02442007031,9038
aza:Aomori:02442007032,aza,Aomori,02442007032,9038
aza:Aomori:02442007033,aza,Aomori,02442007033,9038
aza:Aomori:02442007034,aza,Aomori,02442007034,9038
aza:Aomori:02442007035,aza,Aomori,02442007035,9038
aza:Aomori:024420080,aza,Aomori,024420080,9038
aza:Aomori:024420090,aza,Aomori,024420090,9038
aza:Aomori:024420100,aza,Aomori,024420100,9038
aza:Aomori:024430010,aza,Aomori,024430010,9038
aza:Aomori:024430020,aza,Aomori,024430020,9038
aza:Aomori:024430030,aza,Aomori,024430030,9038
aza:Aomori:024430040,aza,Aomori,024430040,9038
aza:Aomori:024430050,aza,Aomori,024430050,9038
aza:Aomori:024430060,aza,Aomori,024430060,9038
aza:Aomori:024430070,aza,Aomori,024430070,9038
aza:Aomori:024430080,aza,Aomori,024430080,9038
aza:Aomori:024430090,aza,Aomori,024430090,9038
aza:Aomori:024450010,aza,Aomori,024450010,9038
aza:Aomori:024450020,aza,Aomori,024450020,9038
aza:Aomori:024450030,aza,Aomori,024450030,9038
aza:Aomori:024450040,aza,Aomori,024450040,9038
aza:Aomori:024450050,aza,Aomori,024450050,9038
aza:Aomori:024450060,aza,Aomori,024450060,9038
aza:Aomori:024450070,aza,Aomori,024450070,9038
aza:Aomori:024450080,aza,Aomori,024450080,9038
aza:Aomori:024450090,aza,Aomori,024450090,9038
aza:Aomori:024450100,aza,Aomori,024450100,9038
aza:Aomori:024450110,aza,Aomori,024450110,9038
aza:Aomori:024450120,aza,Aomori,024450120,9038
aza:Aomori:024450130,aza,Aomori,024450130,9038
aza:Aomori:024450140,aza,Aomori,024450140,9038
aza:Aomori:024450150,aza,Aomori,024450150,9038
aza:Aomori:024450160,aza,Aomori,024450160,9038
aza:Aomori:024450170,aza,Aomori,024450170,9038
aza:Aomori:024450180,aza,Aomori,024450180,9038
aza:Aomori:024450190,aza,Aomori,024450190,9038
aza:Aomori:024450200,aza,Aomori,024450200,9038
aza:Aomori:024450210,aza,Aomori,024450210,9038
aza:Aomori:024450220,aza,Aomori,024450220,9038
aza:Aomori:024450230,aza,Aomori,024450230,9038
aza:Aomori:024450240,aza,Aomori,024450240,9038
aza:Aomori:024450250,aza,Aomori,024450250,9038
aza:Aomori:024450260,aza,Aomori,024450260,9038
aza:Aomori:024450270,aza,Aomori,024450270,9038
aza:Aomori:024460010,aza,Aomori,024460010,9038
aza:Aomori:024460020,aza,Aomori,024460020,9038
aza:Aomori:024460030,aza,Aomori,024460030,9038
aza:Aomori:024460040,aza,Aomori,024460040,9038
aza:Aomori:024460050,aza,Aomori,024460050,9038
aza:Aomori:024460060,aza,Aomori,024460060,9038
aza:Aomori:024460070,aza,Aomori,024460070,9038
aza:Aomori:024460080,aza,Aomori,024460080,9038
aza:Aomori:02446009001,aza,Aomori,02446009001,9038
aza:Aomori:02446009002,aza,Aomori,02446009002,9038
aza:Aomori:02446009003,aza,Aomori,02446009003,9038
aza:Aomori:02446009004,aza,Aomori,02446009004,9038
aza:Aomori:02446009005,aza,Aomori,02446009005,9038
aza:Aomori:02446009006,aza,Aomori,02446009006,9038
aza:Aomori:02446009007,aza,Aomori,02446009007,9038
aza:Aomori:02446009008,aza,Aomori,02446009008,9038
