,B2,B3,B4,B8,B11,NDVI,NDBI,MNDWI,viirs_mean,viirs_mean_x,viirs_mean_y,S2_NDBI_contrast,S2_NDBI_entropy,S2_NDBI_homogeneity,osm_built_area,osm_building_count,osm_built_ratio,elevation_mean,elevation_std,slope_mean,slope_std,aspect_sin_mean,aspect_cos_mean,tri_mean,dw_water_frac,dw_trees_frac,dw_grass_frac,dw_flooded_vegetation_frac,dw_crops_frac,dw_shrub_and_scrub_frac,dw_built_frac,dw_bare_frac,dw_snow_and_ice_frac,pop_total,pop_male,pop_female,households_total,age_u15,age_15_64,age_65_plus,age_75_plus,year,month_num
dw_bare_frac,-0.01152792557328099,-0.011840063771299805,-0.010975557100760721,-0.014997438169337097,0.019367769689497945,0.010059635648799624,0.01967348262444487,-0.030708319017343933,0.3609656132040665,0.6393285125000723,0.6393285125000723,0.21300620505950327,0.06246225869447742,-0.06989554915787985,-0.019162591330416142,-0.05123762678928719,0.20027670020178784,-0.3532732840842161,-0.41020208171287736,-0.09900364232694576,0.19477328909168665,-0.34566399382817387,-0.18947454424702032,-0.5786522881741808,0.4945588755063411,-0.6971908289729312,0.6020923132212469,0.5130988414711811,0.5771780800588093,0.13560712035729838,0.43826908403452336,1.0,0.0023809979233420466,0.025415814292296435,0.028552460618633566,0.022629402358349277,0.025167602322279683,0.046721434565553464,0.034050255265226724,0.003972735006756536,-0.000495095091417064,-0.00016809549973026072,-0.00015395638878727339
dw_snow_and_ice_frac,0.1296954631681436,0.1565584829229716,0.1558935655747379,0.30521191258119973,0.32498527887735895,0.3336431793620477,-0.19394991002739806,-0.19592932356182802,-0.05687667972902833,-0.2608551717510599,-0.2608551717510599,-0.21189447145524976,0.08330584030344226,-0.06608112017543047,0.04988271417116673,0.0494777710975816,-0.1443286316664164,0.73554507714951,0.5996734174310218,-0.035278096578292596,0.11164579123505701,-0.42620139999211953,-0.2751043596126603,0.3846474263421501,-0.16865404858809838,0.0004846591246052107,-0.24337511087670738,-0.2953639676773877,-0.20706289607517356,-0.2805273475452037,-0.18170963424624964,0.0023809979233420466,1.0,0.08772367434456639,0.08469332265795408,0.09038718503983605,0.07644157786309619,0.08185175287069794,0.0851943194144241,0.09023063149776175,0.09179295073761984,-0.00013116682399480693,-0.0001201339154554642
pop_total,0.042298809347560196,0.048740537146593814,0.05023272408524409,0.06877939277918535,0.0919880402121327,0.04515369547727162,-0.016139563357834737,-0.03519757414657374,0.3800544094564302,0.45510460381403006,0.45510460381403006,-0.21050986936695965,0.037043163202120984,-0.0067559912115112706,0.8170645347900222,0.78797610931854,0.5309332205634789,-0.02461552988336958,0.2409949605938185,0.12457760002188453,-0.13146159952848022,-0.1900877587616722,-0.18973531747227768,-0.06081877843189265,0.08900200931474117,-0.0858608970674103,-0.04134742914178142,-0.053906009215575174,-0.07754450649270725,-0.04022677527111955,0.2628977827082003,0.025415814292296435,0.08772367434456639,1.0,0.9998482966182267,0.9998808384625338,0.9986188018512375,0.9976895447633302,0.9994007862108578,0.9962324817265008,0.992942368951624,-0.00039984504024173775,-0.0003662126503984388
pop_male,0.0429839263768542,0.04947130373480276,0.051136780776982395,0.06827158825763074,0.09353313037993091,0.04300174450226571,-0.01353355689904694,-0.035352050191906084,0.3851618071899164,0.4726526860061626,0.4726526860061626,-0.20971541495894877,0.037784640247086866,-0.007448789192775933,0.8187579409118833,0.7893010814501588,0.5353309548637686,-0.026458724479605445,0.23759137189550333,0.13004656048752322,-0.1309486062137633,-0.19074815093989847,-0.19280088016687333,-0.062125516830916626,0.09092300056941705,-0.08594372841374028,-0.04023781776303596,-0.05552390963643325,-0.07916621082663496,-0.035644867318089475,0.26526618117933776,0.028552460618633566,0.08469332265795408,0.9998482966182267,1.0,0.9994602683495534,0.9986672330041843,0.9982909899762017,0.9994342824697826,0.9957983435917536,0.9923180060543011,-0.00039831093879402654,-0.0003648075876843328
pop_female,0.041680907513540255,0.0480805369754843,0.04941879121293031,0.06921175060147895,0.09059540664409284,0.04704896330813407,-0.018444591436265083,-0.03505168596334078,0.375431402975192,0.4394253491004624,0.4394253491004624,-0.2111605175173483,0.036376608406007795,-0.006140269748445709,0.8153564733175681,0.7866019630163308,0.5269009174910851,-0.02297568923708274,0.243950394309141,0.11974139558107359,-0.13189122404928796,-0.18947440646948177,-0.1870043224977842,-0.05964520981513903,0.08727688924774166,-0.0857657092567045,-0.04232037602033787,-0.052458415191669786,-0.07608754605625877,-0.04427745464565331,0.26073202940513096,0.022629402358349277,0.09038718503983605,0.9998808384625338,0.9994602683495534,1.0,0.9983226141435176,0.9969034640390553,0.9991176367702231,0.9963645936882769,0.9932439089005747,-0.0004011032867180574,-0.00036736506128322386
households_total,0.03613195862348024,0.04156386307545253,0.04288762918951315,0.057993352187636356,0.0802504047160979,0.037769409113558125,-0.011940839988313634,-0.03082419388212184,0.3796497336958628,0.4628786318682102,0.4628786318682102,-0.2061909033301148,0.034773862262206114,-0.005084126041667293,0.8138784827930051,0.7857125880872216,0.5313329669858546,-0.02834522229795955,0.2339166078085318,0.11213633569216795,-0.1300483059424703,-0.1708967727082098,-0.17064452021623538,-0.056062597128980596,0.09470132174387082,-0.07562332856234456,-0.048132994416401884,-0.06303087153996921,-0.088593308542237,-0.03237875198543962,0.25637756970941106,0.025167602322279683,0.07644157786309619,0.9986188018512375,0.9986672330041843,0.9983226141435176,1.0,0.9972642157697091,0.9991045489270763,0.9918356206866754,0.9875591175105632,-0.00039289413797726234,-0.00035984641326835897
age_u15,0.039785333524497785,0.04586916105373201,0.04756077899542799,0.06270800680171427,0.09173839951438079,0.04081062830865669,-0.009670270285234404,-0.036767591978654646,0.41284941521029295,0.5197443834133173,0.5197443834133173,-0.1898659488307239,0.03899601130221679,-0.009964049375912535,0.8069863911250073,0.77660148181878,0.5481869744871775,-0.03939289514562326,0.21512277163387977,0.12472952375427937,-0.1397781301249497,-0.18598203887100956,-0.18699491351443362,-0.07950928066011728,0.09158761287272286,-0.10438002561450385,-0.0198909095032397,-0.05007710716015381,-0.06773429358702743,-0.01905359588553078,0.292899568136173,0.046721434565553464,0.08185175287069794,0.9976895447633302,0.9982909899762017,0.9969034640390553,0.9972642157697091,1.0,0.9989090681779312,0.9902330236217827,0.9855677119819668,-0.0004081735608608582,-0.00037384062949620485
age_15_64,0.03917321234414216,0.045169294738877826,0.04659872481978836,0.06360224298011166,0.0877665890914707,0.04250487055651229,-0.013741441276841768,-0.034504131530312315,0.3913692871675866,0.473868712636268,0.473868712636268,-0.20155398788562387,0.03664753530124516,-0.0070363563679872254,0.8071017667509677,0.7773302187664508,0.532892075832926,-0.030495401385192925,0.23084824748874705,0.11951165909585443,-0.13426298061056113,-0.18387418914835724,-0.18305828368698557,-0.06765531316590292,0.09135852919336,-0.09204768479462389,-0.03302840345974624,-0.053570948382202194,-0.0750081830138308,-0.03140703801858763,0.2729021318566379,0.034050255265226724,0.0851943194144241,0.9994007862108578,0.9994342824697826,0.9991176367702231,0.9991045489270763,0.9989090681779312,1.0,0.9931360288608884,0.9890952354419963,-0.0004050060523136716,-0.00037093955137054436
age_65_plus,0.05149408057445783,0.05924986898035198,0.060972461937429744,0.08372003861765638,0.1048458501203663,0.05243535943944672,-0.022689683418418424,-0.03734278351460454,0.35462539115147607,0.42813035384199755,0.42813035384199755,-0.23521723988476553,0.035057124557985146,-0.003075599082681913,0.8377013959239898,0.807547865496595,0.5288694667184145,-0.011620946165578322,0.26263045461198514,0.14422727857112902,-0.12402417659891113,-0.21061746365455236,-0.21318766077571646,-0.044826004349207055,0.07919771133029392,-0.0717982216940468,-0.05742266699045705,-0.05286376166679733,-0.0820245856547653,-0.05558085608756587,0.24230866769910506,0.003972735006756536,0.09023063149776175,0.9962324817265008,0.9957983435917536,0.9963645936882769,0.9918356206866754,0.9902330236217827,0.9931360288608884,1.0,0.9993600356866484,-0.00038664276761546417,-0.00035412086792288567
age_75_plus,0.05458625901803191,0.06283242514717438,0.06454684073542424,0.08974107793707134,0.10901246857553255,0.05662183905937135,-0.02675936046873872,-0.038280466631224,0.34553777530182256,0.4221137104198829,0.4221137104198829,-0.24316758711691772,0.03311314581316784,-0.000768568957038704,0.8446193254703627,0.813668919768219,0.5268783555647418,-0.0076275362262288975,0.2678372710968643,0.14865683224920376,-0.11797417098630139,-0.21848211038000553,-0.2206917105537451,-0.039408884811676426,0.07524417817031417,-0.06933646907610866,-0.0586722903902878,-0.05018849882382897,-0.0800433693882344,-0.060343235718333,0.23492098851458454,-0.000495095091417064,0.09179295073761984,0.992942368951624,0.9923180060543011,0.9932439089005747,0.9875591175105632,0.9855677119819668,0.9890952354419963,0.9993600356866484,1.0,-0.00038008003954564495,-0.0003481101542752953
year,-0.1538380564607848,-0.1427326042952554,-0.14566434100164202,-0.06285294339026833,0.0016046067149175626,0.21919466605851018,0.05189263452940207,-0.1839378997068481,0.029037638321240213,0.035066363765224005,0.035066363765224005,-0.12105098241599191,0.5898416717485327,-0.5901853163300526,-0.00017632092707296524,-0.00016409099575854865,-0.00015533796306975192,-1.1062876136195832e-05,-0.00011625254244754184,0.00026062666389543317,0.00011676643719660434,-0.00011628886373211342,-0.0002041900164361881,0.00014632822424344525,-5.615221607273952e-05,0.0001528553988457371,-0.0001111133874565227,-2.1735073370768697e-05,-3.180949387013724e-05,-2.8560780912870263e-06,-0.00020892745204960318,-0.00016809549973026072,-0.00013116682399480693,-0.00039984504024173775,-0.00039831093879402654,-0.0004011032867180574,-0.00039289413797726234,-0.0004081735608608582,-0.0004050060523136716,-0.00038664276761546417,-0.00038008003954564495,1.0,-0.00029755770787899375
month_num,-0.18275244814657016,-0.17846242862573858,-0.1858771498425897,-0.14563339046762636,0.05221715421133853,0.13102074841096537,0.26716923962717587,-0.21894955050365256,-0.13180419429189882,,,0.06540081662179209,0.02234233834480322,-0.04801189805983443,-0.00016148994616709737,-0.00015028871791532728,-0.00014227193396711962,-1.0132338239984692e-05,-0.00010647412722338063,0.00023870442732889946,0.00010694479646107942,-0.00010650739340202828,-0.00018701486721313493,0.00013402003635174181,-5.142905326123272e-05,0.0001399981870601323,-0.00010176724486094817,-1.9906858975680822e-05,-2.9133884095180874e-05,-2.6158431984557963e-06,-0.00019135382024634354,-0.00015395638878727339,-0.0001201339154554642,-0.0003662126503984388,-0.0003648075876843328,-0.00036736506128322386,-0.00035984641326835897,-0.00037384062949620485,-0.00037093955137054436,-0.00035412086792288567,-0.0003481101542752953,-0.00029755770787899375,1.0
