KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000849001,T000849002,T000849003,T000849004,T000849005,T000849006,T000849007,T000849008,T000849009,T000849010,T000849011,T000849012,T000849013,T000849014,T000849015,T000849016,T000849017,T000849018,T000849019,T000849020,T000849021,T000849022,T000849023,T000849024,T000849025,T000849026,T000849027,T000849028,T000849029,T000849030,T000849031,T000849032,T000849033,T000849034,T000849035,T000849036,T000849037,T000849038,T000849039,T000849040,T000849041,T000849042,T000849043,T000849044,T000849045,T000849046,T000849047,T000849048,T000849049,T000849050,T000849051,T000849052,T000849053,T000849054,T000849055,T000849056,T000849057,T000849058,T000849059,T000849060
052010020,2,秋田市,手形,0,,,4218,108,109,109,335,743,233,174,198,209,186,231,247,214,198,178,326,2770,946,570,2278,60,63,55,212,512,125,96,92,125,90,122,131,107,93,74,178,1612,370,203,1940,48,46,54,123,231,108,78,106,84,96,109,116,107,105,104,148,1158,576,367
05201002001,3,秋田市,手形からみでん,0,,,447,7,14,7,30,48,20,15,19,21,20,17,17,32,41,31,28,239,165,93,224,4,7,4,23,35,9,7,8,12,10,5,5,17,17,14,15,131,67,36,223,3,7,3,7,13,11,8,11,9,10,12,12,15,24,17,13,108,98,57
05201002002,3,秋田市,手形学園町,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
05201002003,3,秋田市,手形休下町,0,,,379,4,11,15,27,43,10,21,19,24,22,28,27,25,26,16,30,246,99,57,197,3,6,6,17,31,6,12,8,17,11,14,10,11,13,9,15,137,41,19,182,1,5,9,10,12,4,9,11,7,11,14,17,14,13,7,15,109,58,38
05201002004,3,秋田市,手形新栄町,0,,,486,4,5,12,29,115,26,11,17,19,16,28,19,28,20,25,21,308,139,94,254,2,2,6,20,79,14,5,8,11,8,16,5,13,12,10,10,179,54,32,232,2,3,6,9,36,12,6,9,8,8,12,14,15,8,15,11,129,85,62
05201002005,3,秋田市,手形住吉町,0,,,723,58,40,35,28,52,69,62,62,55,47,63,59,17,3,5,133,514,46,38,421,30,25,17,21,31,34,38,30,36,29,39,47,9,2,4,72,314,15,9,302,28,15,18,7,21,35,24,32,19,18,24,12,8,1,1,61,200,31,29
05201002006,3,秋田市,手形田中,0,,,1522,26,32,28,163,337,82,48,59,61,61,71,92,75,72,62,86,1049,317,183,825,16,19,16,96,228,47,23,31,34,25,31,50,37,31,23,51,602,127,73,697,10,13,12,67,109,35,25,28,27,36,40,42,38,41,39,35,447,190,110
05201002007,3,秋田市,手形山崎町,0,,,661,9,7,12,58,148,26,17,22,29,20,24,33,37,36,39,28,414,180,105,357,5,4,6,35,108,15,11,7,15,7,17,14,20,18,14,15,249,66,34,304,4,3,6,23,40,11,6,15,14,13,7,19,17,18,25,13,165,114,71
052010030,2,秋田市,中通,0,,,3971,108,110,108,97,114,163,170,259,296,248,300,281,319,287,202,326,2247,1197,708,1789,51,45,47,42,59,81,80,118,142,141,154,138,138,134,91,143,1093,447,222,2182,57,65,61,55,55,82,90,141,154,107,146,143,181,153,111,183,1154,750,486
05201003001,3,秋田市,中通１丁目,0,,,451,20,14,13,5,4,16,11,30,46,42,36,25,26,21,11,47,241,135,103,214,14,7,4,1,1,8,5,16,20,24,22,10,15,14,6,25,122,53,33,237,6,7,9,4,3,8,6,14,26,18,14,15,11,7,5,22,119,82,70
05201003002,3,秋田市,中通２丁目,0,,,74,-,-,-,2,8,9,4,4,4,5,10,8,6,1,4,-,60,7,2,45,-,-,-,-,5,5,4,2,3,4,9,6,2,-,3,-,40,3,-,29,-,-,-,2,3,4,-,2,1,1,1,2,4,1,1,-,20,4,2
05201003003,3,秋田市,中通３丁目,0,,,683,14,23,12,21,16,22,29,38,40,39,49,54,81,72,57,49,389,228,99,286,1,10,6,8,6,9,12,20,19,23,24,26,32,28,23,17,179,79,28,397,13,13,6,13,10,13,17,18,21,16,25,28,49,44,34,32,210,149,71
05201003004,3,秋田市,中通４丁目,0,,,400,1,4,4,8,9,15,11,14,16,15,23,24,20,24,24,9,155,220,172,165,1,2,4,4,5,5,6,5,4,10,11,13,10,12,13,7,73,75,50,235,-,2,-,4,4,10,5,9,12,5,12,11,10,12,11,2,82,145,122
05201003005,3,秋田市,中通５丁目,0,,,1022,30,24,32,27,45,53,51,79,80,61,64,80,82,83,31,86,622,248,134,452,14,8,11,10,23,29,24,32,44,35,30,36,32,39,13,33,295,91,39,570,16,16,21,17,22,24,27,47,36,26,34,44,50,44,18,53,327,157,95
05201003006,3,秋田市,中通６丁目,0,,,950,21,23,31,15,24,37,48,60,59,55,73,68,75,71,64,75,514,306,171,453,12,9,17,7,15,21,22,28,24,29,40,39,33,33,29,38,258,127,65,497,9,14,14,8,9,16,26,32,35,26,33,29,42,38,35,37,256,179,106
05201003007,3,秋田市,中通７丁目,0,,,391,22,22,16,19,8,11,16,34,51,31,45,22,29,15,11,60,266,53,27,174,9,9,5,12,4,4,7,15,28,16,18,8,14,8,4,23,126,19,7,217,13,13,11,7,4,7,9,19,23,15,27,14,15,7,7,37,140,34,20
052010040,2,秋田市,南通,0,,,3912,139,136,115,127,193,251,203,247,268,210,276,266,251,280,236,390,2292,974,458,1835,71,61,47,58,90,118,91,119,132,96,132,138,114,132,108,179,1088,395,155,2077,68,75,68,69,103,133,112,128,136,114,144,128,137,148,128,211,1204,579,303
05201004001,3,秋田市,南通亀の町,0,,,831,15,20,18,35,49,46,35,63,60,45,42,56,50,72,65,53,481,245,108,370,7,6,9,14,18,22,19,28,27,16,20,26,26,33,30,22,216,105,42,461,8,14,9,21,31,24,16,35,33,29,22,30,24,39,35,31,265,140,66
05201004002,3,秋田市,南通築地,0,,,1368,41,48,52,41,58,78,65,71,104,89,94,86,118,116,72,141,804,343,155,584,26,24,18,17,22,26,20,30,50,43,42,39,44,54,29,68,333,134,51,784,15,24,34,24,36,52,45,41,54,46,52,47,74,62,43,73,471,209,104
05201004003,3,秋田市,南通みその町,0,,,304,11,13,10,4,8,10,11,16,19,22,23,25,14,20,29,34,152,107,58,136,5,7,4,3,2,4,6,7,5,15,6,16,7,9,12,16,71,43,22,168,6,6,6,1,6,6,5,9,14,7,17,9,7,11,17,18,81,64,36
05201004004,3,秋田市,南通宮田,0,,,1409,72,55,35,47,78,117,92,97,85,54,117,99,69,72,70,162,855,279,137,745,33,24,16,24,48,66,46,54,50,22,64,57,37,36,37,73,468,113,40,664,39,31,19,23,30,51,46,43,35,32,53,42,32,36,33,89,387,166,97
052010050,2,秋田市,保戸野,0,,,5599,153,231,242,259,145,201,237,332,397,438,386,373,398,422,353,626,3166,1720,945,2542,89,128,132,133,67,105,99,158,168,196,197,166,183,182,157,349,1472,667,328,3057,64,103,110,126,78,96,138,174,229,242,189,207,215,240,196,277,1694,1053,617
05201005001,3,秋田市,保戸野金砂町,0,,,244,5,11,7,22,1,1,9,8,14,15,12,14,26,22,17,23,122,98,59,118,4,8,5,18,-,1,5,2,6,5,6,6,14,12,8,17,63,37,17,126,1,3,2,4,1,-,4,6,8,10,6,8,12,10,9,6,59,61,42
05201005002,3,秋田市,保戸野桜町,0,,,741,25,28,34,35,27,28,29,55,50,75,51,52,49,41,37,87,451,194,116,336,14,12,12,19,18,14,12,27,25,31,27,14,24,22,17,38,211,82,43,405,11,16,22,16,9,14,17,28,25,44,24,38,25,19,20,49,240,112,73
05201005003,3,秋田市,保戸野すわ町,0,,,856,26,50,54,37,20,26,31,51,56,72,52,46,54,70,58,130,445,274,146,389,16,25,30,15,12,16,12,23,24,30,32,25,26,30,25,71,215,96,41,467,10,25,24,22,8,10,19,28,32,42,20,21,28,40,33,59,230,178,105
05201005004,3,秋田市,保戸野千代田町,0,,,788,22,35,26,42,19,29,42,53,66,64,48,49,53,61,47,83,465,232,124,371,13,18,15,23,7,14,21,32,26,33,23,29,23,23,20,46,231,90,47,417,9,17,11,19,12,15,21,21,40,31,25,20,30,38,27,37,234,142,77
05201005005,3,秋田市,保戸野鉄砲町,0,,,659,17,18,19,21,34,35,24,30,47,43,53,35,55,58,41,54,377,216,117,279,11,11,9,7,10,14,10,14,18,24,25,13,21,24,21,31,156,84,39,380,6,7,10,14,24,21,14,16,29,19,28,22,34,34,20,23,221,132,78
05201005006,3,秋田市,保戸野通町,0,,,309,4,15,18,16,5,8,10,18,19,19,26,28,24,20,20,37,173,89,49,140,2,6,11,6,2,3,4,8,9,7,18,12,8,8,9,19,77,38,21,169,2,9,7,10,3,5,6,10,10,12,8,16,16,12,11,18,96,51,28
05201005007,3,秋田市,保戸野中町,0,,,552,9,18,21,28,11,21,23,28,29,56,55,44,35,43,29,48,330,163,91,249,7,12,11,13,6,13,10,13,12,22,25,22,14,18,11,30,150,62,33,303,2,6,10,15,5,8,13,15,17,34,30,22,21,25,18,18,180,101,58
05201005008,3,秋田市,保戸野八丁,0,,,803,24,32,28,27,16,35,44,54,54,49,48,51,61,60,53,84,439,259,146,370,14,19,17,15,7,22,18,24,25,21,23,19,34,24,23,50,208,101,54,433,10,13,11,12,9,13,26,30,29,28,25,32,27,36,30,34,231,158,92
05201005009,3,秋田市,保戸野原の町,0,,,647,21,24,35,31,12,18,25,35,62,45,41,54,41,47,51,80,364,195,97,290,8,17,22,17,5,8,7,15,23,23,18,26,19,21,23,47,161,77,33,357,13,7,13,14,7,10,18,20,39,22,23,28,22,26,28,33,203,118,64
052010060,2,秋田市,高陽,0,,,1962,69,63,76,61,91,113,104,155,167,161,137,108,114,106,83,208,1211,459,270,977,43,33,44,35,50,63,43,82,89,78,65,57,58,48,28,120,620,187,111,985,26,30,32,26,41,50,61,73,78,83,72,51,56,58,55,88,591,272,159
05201006001,3,秋田市,高陽青柳町,0,,,1271,36,26,39,39,60,78,63,84,98,91,104,80,88,63,58,101,785,323,202,639,23,17,21,21,36,45,28,46,61,41,44,42,46,30,17,61,410,132,85,632,13,9,18,18,24,33,35,38,37,50,60,38,42,33,41,40,375,191,117
05201006002,3,秋田市,高陽幸町,0,,,691,33,37,37,22,31,35,41,71,69,70,33,28,26,43,25,107,426,136,68,338,20,16,23,14,14,18,15,36,28,37,21,15,12,18,11,59,210,55,26,353,13,21,14,8,17,17,26,35,41,33,12,13,14,25,14,48,216,81,42
052010070,2,秋田市,大町,0,,,2824,56,62,71,80,90,101,115,167,160,191,197,215,262,296,194,189,1578,973,483,1268,27,41,41,43,37,46,48,88,78,90,89,93,123,129,79,109,735,371,163,1556,29,21,30,37,53,55,67,79,82,101,108,122,139,167,115,80,843,602,320
05201007001,3,秋田市,大町１丁目,0,,,576,11,12,10,9,15,9,19,41,40,39,37,38,61,68,46,33,308,214,100,266,7,8,5,4,8,4,6,18,23,21,18,10,33,31,21,20,145,85,33,310,4,4,5,5,7,5,13,23,17,18,19,28,28,37,25,13,163,129,67
05201007002,3,秋田市,大町２丁目,0,,,377,4,6,5,10,5,5,14,14,15,18,18,19,30,39,33,15,148,211,139,150,1,5,3,5,1,2,5,7,6,9,7,6,17,15,17,9,65,74,42,227,3,1,2,5,4,3,9,7,9,9,11,13,13,24,16,6,83,137,97
05201007003,3,秋田市,大町３丁目,0,,,293,5,8,13,13,12,6,10,13,18,29,23,23,28,27,13,26,175,92,52,120,1,6,8,7,4,1,2,8,7,10,8,9,14,13,5,15,70,35,17,173,4,2,5,6,8,5,8,5,11,19,15,14,14,14,8,11,105,57,35
05201007004,3,秋田市,大町４丁目,0,,,512,17,15,12,13,15,32,29,41,23,34,30,55,38,43,31,44,310,137,63,246,10,9,5,10,4,14,15,21,13,17,15,28,16,21,11,24,153,58,26,266,7,6,7,3,11,18,14,20,10,17,15,27,22,22,20,20,157,79,37
05201007005,3,秋田市,大町５丁目,0,,,450,5,5,12,15,17,17,13,30,30,20,32,31,39,61,41,22,244,168,66,204,2,1,6,8,9,11,6,21,13,9,15,17,16,22,13,9,125,59,24,246,3,4,6,7,8,6,7,9,17,11,17,14,23,39,28,13,119,109,42
05201007006,3,秋田市,大町６丁目,0,,,616,14,16,19,20,26,32,30,28,34,51,57,49,66,58,30,49,393,151,63,282,6,12,14,9,11,14,14,13,16,24,26,23,27,27,12,32,177,60,21,334,8,4,5,11,15,18,16,15,18,27,31,26,39,31,18,17,216,91,42
052010080,2,秋田市,旭北,0,,,677,18,16,13,19,31,52,42,37,42,51,35,46,43,53,40,47,398,180,87,376,12,9,6,7,19,35,26,20,22,35,20,28,26,22,21,27,238,74,31,301,6,7,7,12,12,17,16,17,20,16,15,18,17,31,19,20,160,106,56
05201008001,3,秋田市,旭北栄町,0,,,296,9,3,4,10,21,36,22,17,25,29,13,18,11,15,21,16,202,60,24,176,6,2,3,3,13,25,12,12,13,20,9,11,8,7,10,11,126,27,10,120,3,1,1,7,8,11,10,5,12,9,4,7,3,8,11,5,76,33,14
05201008002,3,秋田市,旭北寺町,0,,,127,5,1,-,2,1,6,12,3,3,1,5,14,17,18,8,6,64,57,31,59,3,-,-,-,-,5,8,1,1,1,1,9,8,6,6,3,34,22,10,68,2,1,-,2,1,1,4,2,2,-,4,5,9,12,2,3,30,35,21
05201008003,3,秋田市,旭北錦町,0,,,254,4,12,9,7,9,10,8,17,14,21,17,14,15,20,11,25,132,63,32,141,3,7,3,4,6,5,6,7,8,14,10,8,10,9,5,13,78,25,11,113,1,5,6,3,3,5,2,10,6,7,7,6,5,11,6,12,54,38,21
052010090,2,秋田市,楢山,0,,,8152,236,232,307,339,297,369,402,484,589,500,568,592,646,726,530,775,4786,2494,1238,3700,116,120,139,177,126,168,195,230,283,236,258,269,301,321,239,375,2243,1025,465,4452,120,112,168,162,171,201,207,254,306,264,310,323,345,405,291,400,2543,1469,773
05201009001,3,秋田市,楢山太田町,0,,,501,16,8,12,19,18,26,26,24,38,18,31,36,28,40,40,36,264,196,116,235,9,6,7,8,10,11,13,12,20,6,14,13,15,17,21,22,122,88,50,266,7,2,5,11,8,15,13,12,18,12,17,23,13,23,19,14,142,108,66
05201009002,3,秋田市,楢山大元町,0,,,423,6,13,11,20,15,23,16,14,24,24,37,32,39,36,31,30,244,144,77,193,1,6,4,12,9,9,8,8,10,10,24,12,19,16,14,11,121,58,28,230,5,7,7,8,6,14,8,6,14,14,13,20,20,20,17,19,123,86,49
05201009004,3,秋田市,楢山共和町,0,,,353,13,7,7,19,10,13,16,26,31,20,23,14,27,34,27,27,199,121,60,157,5,3,3,7,3,6,9,13,15,9,12,5,10,16,9,11,89,53,28,196,8,4,4,12,7,7,7,13,16,11,11,9,17,18,18,16,110,68,32
05201009005,3,秋田市,楢山金照町,0,,,139,1,1,6,3,3,2,5,6,4,8,6,18,25,16,8,8,80,51,27,62,1,1,2,1,1,1,3,1,4,4,4,7,11,7,5,4,37,21,9,77,-,-,4,2,2,1,2,5,-,4,2,11,14,9,3,4,43,30,18
05201009006,3,秋田市,楢山佐竹町,0,,,129,4,3,5,9,2,5,9,4,8,10,5,11,8,8,11,12,71,43,24,57,3,3,2,7,1,4,2,-,3,7,3,4,4,1,5,8,35,12,6,72,1,-,3,2,1,1,7,4,5,3,2,7,4,7,6,4,36,31,18
05201009007,3,秋田市,楢山城南町,0,,,402,15,14,25,17,14,15,16,30,31,33,28,24,25,40,17,54,233,115,58,177,9,7,12,10,6,6,7,15,13,16,14,12,10,15,10,28,109,40,15,225,6,7,13,7,8,9,9,15,18,17,14,12,15,25,7,26,124,75,43
05201009008,3,秋田市,楢山登町,0,,,1318,48,29,46,68,50,54,69,76,104,86,105,90,101,89,75,123,803,367,203,589,21,15,19,38,19,23,34,33,46,50,43,45,49,39,31,55,380,140,70,729,27,14,27,30,31,31,35,43,58,36,62,45,52,50,44,68,423,227,133
05201009009,3,秋田市,楢山本町,0,,,867,24,38,34,26,38,46,48,64,46,53,69,60,50,63,54,96,500,251,134,377,12,15,15,13,9,20,25,34,22,20,30,30,23,26,22,42,226,97,49,490,12,23,19,13,29,26,23,30,24,33,39,30,27,37,32,54,274,154,85
05201009010,3,秋田市,楢山南中町,0,,,1215,33,36,46,43,31,47,53,84,91,68,71,86,103,123,88,115,677,409,198,550,13,24,22,26,13,22,23,40,44,32,30,38,53,52,37,59,321,164,75,665,20,12,24,17,18,25,30,44,47,36,41,48,50,71,51,56,356,245,123
05201009011,3,秋田市,楢山石塚町,0,,,749,18,16,18,30,26,45,42,37,36,49,55,67,70,79,62,52,457,234,93,355,11,7,7,17,13,23,18,18,20,20,22,32,34,37,28,25,217,108,43,394,7,9,11,13,13,22,24,19,16,29,33,35,36,42,34,27,240,126,50
05201009012,3,秋田市,楢山川口境,0,,,681,18,22,29,23,31,27,29,41,54,45,47,51,63,72,41,69,411,196,83,316,11,11,13,12,12,11,17,19,26,24,21,21,27,33,25,35,190,87,29,365,7,11,16,11,19,16,12,22,28,21,26,30,36,39,16,34,221,109,54
05201009013,3,秋田市,楢山愛宕下,0,,,528,15,16,16,17,13,24,28,30,29,23,29,45,62,40,38,47,300,177,99,235,9,8,9,7,7,11,12,14,16,9,11,20,26,22,17,26,133,73,34,293,6,8,7,10,6,13,16,16,13,14,18,25,36,18,21,21,167,104,65
05201009014,3,秋田市,楢山城南新町,0,,,847,25,29,52,45,46,42,45,48,93,63,62,58,45,86,38,106,547,190,66,397,11,14,24,19,23,21,24,23,44,29,30,30,20,40,15,49,263,84,29,450,14,15,28,26,23,21,21,25,49,34,32,28,25,46,23,57,284,106,37
052010100,2,秋田市,旭南,0,,,2644,67,82,86,77,87,112,124,159,175,152,161,165,213,228,203,235,1425,924,493,1144,40,41,45,34,53,59,61,70,84,68,85,65,98,94,81,126,677,306,131,1500,27,41,41,43,34,53,63,89,91,84,76,100,115,134,122,109,748,618,362
05201010001,3,秋田市,旭南１丁目,0,,,1069,9,20,31,25,28,30,43,45,50,63,45,75,112,112,102,60,516,467,253,430,3,8,15,14,17,9,25,18,29,26,21,28,54,45,39,26,241,147,63,639,6,12,16,11,11,21,18,27,21,37,24,47,58,67,63,34,275,320,190
05201010002,3,秋田市,旭南２丁目,0,,,741,18,26,18,19,21,39,36,39,50,35,48,53,50,62,64,62,390,263,137,313,13,13,8,8,9,23,15,17,17,18,26,20,23,24,27,34,176,90,39,428,5,13,10,11,12,16,21,22,33,17,22,33,27,38,37,28,214,173,98
05201010003,3,秋田市,旭南３丁目,0,,,834,40,36,37,33,38,43,45,75,75,54,68,37,51,54,37,113,519,194,103,401,24,20,22,12,27,27,21,35,38,24,38,17,21,25,15,66,260,69,29,433,16,16,15,21,11,16,24,40,37,30,30,20,30,29,22,47,259,125,74
052010110,2,秋田市,川元,0,,,2047,76,71,77,86,84,100,113,157,167,155,114,109,144,154,105,224,1229,542,283,936,41,34,37,42,39,51,59,76,79,70,54,40,67,75,34,112,577,222,113,1111,35,37,40,44,45,49,54,81,88,85,60,69,77,79,71,112,652,320,170
05201011001,3,秋田市,川元小川町,0,,,490,26,34,25,14,17,23,29,42,41,26,19,27,29,42,31,85,267,122,49,228,16,18,15,9,7,8,12,21,19,12,8,9,16,19,10,49,121,49,20,262,10,16,10,5,10,15,17,21,22,14,11,18,13,23,21,36,146,73,29
05201011002,3,秋田市,川元開和町,0,,,632,21,15,17,30,28,44,32,50,52,54,41,33,42,42,23,53,406,164,99,290,11,6,8,14,11,26,20,26,25,22,17,14,19,21,8,25,194,68,39,342,10,9,9,16,17,18,12,24,27,32,24,19,23,21,15,28,212,96,60
05201011003,3,秋田市,川元松丘町,0,,,165,3,5,4,6,5,1,4,6,10,18,8,9,14,17,11,12,81,69,41,70,1,3,1,2,3,-,3,2,3,9,3,2,6,12,3,5,33,32,17,95,2,2,3,4,2,1,1,4,7,9,5,7,8,5,8,7,48,37,24
05201011004,3,秋田市,川元むつみ町,0,,,409,11,8,18,17,13,12,24,30,38,25,20,19,31,33,31,37,229,134,70,193,6,3,7,9,8,6,15,15,18,14,8,7,15,17,11,16,115,55,27,216,5,5,11,8,5,6,9,15,20,11,12,12,16,16,20,21,114,79,43
05201011005,3,秋田市,川元山下町,0,,,351,15,9,13,19,21,20,24,29,26,32,26,21,28,20,9,37,246,53,24,155,7,4,6,8,10,11,9,12,14,13,18,8,11,6,2,17,114,18,10,196,8,5,7,11,11,9,15,17,12,19,8,13,17,14,7,20,132,35,14
052010120,2,秋田市,川尻,0,,,5237,181,235,225,222,187,247,301,419,484,383,392,369,340,374,247,641,3344,1121,500,2697,85,129,110,120,100,120,164,212,287,211,219,212,181,189,116,324,1826,474,169,2540,96,106,115,102,87,127,137,207,197,172,173,157,159,185,131,317,1518,647,331
05201012001,3,秋田市,川尻上野町,0,,,1350,54,73,54,81,60,65,69,96,107,78,90,115,86,92,66,181,847,291,133,615,26,37,26,45,35,32,30,43,56,35,38,52,37,36,27,89,403,101,38,735,28,36,28,36,25,33,39,53,51,43,52,63,49,56,39,92,444,190,95
05201012002,3,秋田市,川尻新川町,0,,,985,13,17,16,23,13,45,70,82,127,85,104,80,70,79,45,46,699,201,77,703,4,11,5,10,8,29,55,61,104,69,90,66,55,54,29,20,547,112,29,282,9,6,11,13,5,16,15,21,23,16,14,14,15,25,16,26,152,89,48
05201012003,3,秋田市,川尻総社町,0,,,694,12,22,34,22,15,18,37,50,52,50,42,55,53,74,47,68,394,227,106,315,5,14,20,9,5,7,17,19,30,24,18,31,24,40,17,39,184,89,32,379,7,8,14,13,10,11,20,31,22,26,24,24,29,34,30,29,210,138,74
05201012004,3,秋田市,川尻みよし町,0,,,872,26,47,42,39,40,26,37,63,71,71,71,56,56,63,49,115,530,214,102,419,12,28,19,26,22,8,18,27,35,33,35,26,27,30,25,59,257,95,40,453,14,19,23,13,18,18,19,36,36,38,36,30,29,33,24,56,273,119,62
05201012005,3,秋田市,川尻若葉町,0,,,440,25,27,30,12,18,19,28,40,38,32,40,18,25,23,21,82,270,77,33,215,12,11,17,7,10,9,16,22,15,17,18,10,14,13,8,40,138,32,11,225,13,16,13,5,8,10,12,18,23,15,22,8,11,10,13,42,132,45,22
05201012006,3,秋田市,川尻大川町,0,,,441,27,31,24,19,25,34,34,53,42,33,20,19,28,13,6,82,307,31,12,213,15,18,13,9,12,16,14,21,28,12,9,12,12,5,4,46,145,14,5,228,12,13,11,10,13,18,20,32,14,21,11,7,16,8,2,36,162,17,7
05201012007,3,秋田市,川尻御休町,0,,,455,24,18,25,26,16,40,26,35,47,34,25,26,22,30,13,67,297,80,37,217,11,10,10,14,8,19,14,19,19,21,11,15,12,11,6,31,152,31,14,238,13,8,15,12,8,21,12,16,28,13,14,11,10,19,7,36,145,49,23
052010130,2,秋田市,茨島,0,,,4567,135,114,122,148,150,222,228,257,351,272,312,285,343,426,384,371,2568,1512,702,2181,74,64,62,70,68,111,114,123,177,156,147,147,156,195,166,200,1269,649,288,2386,61,50,60,78,82,111,114,134,174,116,165,138,187,231,218,171,1299,863,414
05201013001,3,秋田市,茨島１丁目,0,,,30,1,1,4,1,-,1,-,4,5,-,1,-,4,2,4,6,16,8,2,12,-,-,2,-,-,-,-,2,3,-,-,-,1,1,2,2,6,4,1,18,1,1,2,1,-,1,-,2,2,-,1,-,3,1,2,4,10,4,1
